,cluster,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,industry,payed
23044,1,1 year or less,1 year or less,College degree,Woman,Technology & Science,bad payed
23045,2,11 - 20 years,11 - 20 years,Some college,Man,Banking & Insurance,very well payed
23046,0,8 - 10 years,5-7 years,Master's degree,Woman,Education,bad payed
23047,0,11 - 20 years,5-7 years,Master's degree,Woman,Education,bad payed
23048,0,5-7 years,5-7 years,Master's degree,Woman,Consulting,well payed
23049,3,21 - 30 years,11 - 20 years,College degree,Woman,Technology & Science,well payed
23050,0,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Banking & Insurance,well payed
23051,3,11 - 20 years,5-7 years,College degree,Woman,Other,well payed
23052,1,2 - 4 years,2 - 4 years,College degree,Woman,Health,bad payed
23053,3,2 - 4 years,2 - 4 years,College degree,Woman,Advertising,well payed
23054,1,2 - 4 years,2 - 4 years,College degree,Woman,Non profit Organization,well payed
23055,1,11 - 20 years,11 - 20 years,Some college,Man,Industry,bad payed
23056,1,11 - 20 years,8 - 10 years,College degree,Woman,Health,very bad payed 
23057,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Other,very well payed
23058,0,11 - 20 years,2 - 4 years,Master's degree,Woman,Public & Government,bad payed
23059,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Other,well payed
23060,2,31 - 40 years,31 - 40 years,College degree,Man,Banking & Insurance,well payed
23061,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Other,very well payed
23062,1,2 - 4 years,2 - 4 years,College degree,Woman,Education,bad payed
23063,1,8 - 10 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed
23064,2,8 - 10 years,8 - 10 years,College degree,Prefer not to answer,Industry,very well payed
23065,3,21 - 30 years,11 - 20 years,College degree,Woman,Unidentified,well payed
23066,2,5-7 years,5-7 years,Master's degree,Man,Technology & Science,very well payed
23067,4,11 - 20 years,11 - 20 years,PhD,Woman,Consulting,very well payed
23068,4,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,very well payed
23070,0,21 - 30 years,21 - 30 years,Some college,Woman,Education,well payed
23071,2,5-7 years,5-7 years,College degree,Man,Banking & Insurance,well payed
23072,1,11 - 20 years,5-7 years,College degree,Woman,Unidentified,bad payed
23073,2,11 - 20 years,5-7 years,College degree,Man,Industry,well payed
23074,3,5-7 years,5-7 years,College degree,Woman,Advertising,well payed
23075,0,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Non profit Organization,well payed
23076,2,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,very well payed
23077,2,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed
23078,3,8 - 10 years,2 - 4 years,College degree,Woman,Unidentified,well payed
23079,1,5-7 years,2 - 4 years,College degree,Woman,Advertising,bad payed
23080,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Health,bad payed
23081,2,5-7 years,5-7 years,College degree,Man,Technology & Science,well payed
23082,4,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed
23083,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,bad payed
23084,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Health,well payed
23085,0,5-7 years,5-7 years,Some college,Man,Unidentified,well payed
23086,2,5-7 years,2 - 4 years,College degree,Man,Unidentified,well payed
23087,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Consulting,well payed
23088,2,5-7 years,5-7 years,College degree,Man,Banking & Insurance,well payed
23089,3,11 - 20 years,2 - 4 years,College degree,Woman,Technology & Science,well payed
23090,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,well payed
23091,3,5-7 years,5-7 years,College degree,Woman,Unidentified,well payed
23092,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,well payed
23093,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Unidentified,well payed
23094,4,5-7 years,5-7 years,College degree,Woman,Technology & Science,very well payed
23095,2,1 year or less,1 year or less,College degree,Man,Banking & Insurance,well payed
23096,0,8 - 10 years,5-7 years,PhD,Non-binary,Education,well payed
23097,2,11 - 20 years,11 - 20 years,College degree,Man,Banking & Insurance,well payed
23098,1,2 - 4 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed
23099,3,11 - 20 years,11 - 20 years,College degree,Woman,Health,well payed
23100,4,11 - 20 years,5-7 years,College degree,Woman,Health,very well payed
23101,2,21 - 30 years,21 - 30 years,College degree,Man,Industry,very well payed
23102,0,2 - 4 years,2 - 4 years,Master's degree,Woman,Technology & Science,well payed
23104,3,11 - 20 years,11 - 20 years,College degree,Woman,Advertising,well payed
23106,0,11 - 20 years,5-7 years,PhD,Woman,Education,well payed
23108,0,11 - 20 years,11 - 20 years,PhD,Man,Education,well payed
23109,1,1 year or less,1 year or less,College degree,Woman,Other,bad payed
23110,0,5-7 years,2 - 4 years,Master's degree,Woman,Technology & Science,well payed
23111,4,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,very well payed
23112,1,11 - 20 years,11 - 20 years,College degree,Woman,Education,bad payed
23113,2,5-7 years,5-7 years,College degree,Man,Health,well payed
23114,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Technology & Science,well payed
23116,0,5-7 years,5-7 years,Master's degree,Woman,Health,well payed
23117,3,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,well payed
23118,1,8 - 10 years,5-7 years,College degree,Non-binary,Non profit Organization,well payed
23119,3,11 - 20 years,5-7 years,College degree,Woman,Technology & Science,very bad payed 
23120,0,2 - 4 years,2 - 4 years,Master's degree,Woman,Industry,well payed
23121,3,11 - 20 years,11 - 20 years,College degree,Woman,Other,well payed
23122,1,5-7 years,2 - 4 years,College degree,Woman,Culture,bad payed
23123,0,11 - 20 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Banking & Insurance,well payed
23124,2,11 - 20 years,5-7 years,Master's degree,Man,Technology & Science,very well payed
23125,0,5-7 years,5-7 years,Master's degree,Woman,Technology & Science,well payed
23126,3,2 - 4 years,2 - 4 years,College degree,Woman,Banking & Insurance,well payed
23127,0,21 - 30 years,5-7 years,Master's degree,Woman,Health,well payed
23128,0,21 - 30 years,2 - 4 years,Master's degree,Man,Unidentified,well payed
23129,3,5-7 years,5-7 years,College degree,Woman,Culture,well payed
23130,0,2 - 4 years,2 - 4 years,Master's degree,Woman,Public & Government,well payed
23131,4,11 - 20 years,5-7 years,College degree,Woman,Advertising,very well payed
23133,1,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,bad payed
23134,0,21 - 30 years,21 - 30 years,Master's degree,Prefer not to answer,Banking & Insurance,very well payed
23135,0,8 - 10 years,8 - 10 years,PhD,Woman,Education,bad payed
23136,4,2 - 4 years,1 year or less,College degree,Woman,Technology & Science,very well payed
23138,2,11 - 20 years,11 - 20 years,Master's degree,Prefer not to answer,Technology & Science,very well payed
23139,0,5-7 years,2 - 4 years,Master's degree,Woman,Education,very bad payed 
23140,2,5-7 years,5-7 years,College degree,Man,Technology & Science,well payed
23141,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,well payed
23142,1,2 - 4 years,2 - 4 years,College degree,Woman,Industry,bad payed
23143,4,11 - 20 years,5-7 years,College degree,Woman,Technology & Science,very well payed
23144,1,2 - 4 years,2 - 4 years,College degree,Woman,Education,bad payed
23145,1,2 - 4 years,2 - 4 years,College degree,Woman,Law,bad payed
23146,2,5-7 years,5-7 years,College degree,Man,Technology & Science,well payed
23148,3,21 - 30 years,21 - 30 years,College degree,Woman,Health,well payed
23149,2,5-7 years,5-7 years,College degree,Man,Technology & Science,well payed
23150,4,5-7 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Health,very well payed
23151,3,8 - 10 years,8 - 10 years,College degree,Woman,Unidentified,well payed
23152,1,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Public & Government,bad payed
23154,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,bad payed
23155,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,bad payed
23156,1,5-7 years,1 year or less,College degree,Non-binary,Industry,bad payed
23157,2,5-7 years,1 year or less,College degree,Man,Technology & Science,well payed
23158,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Industry,well payed
23159,0,8 - 10 years,2 - 4 years,Master's degree,Woman,Technology & Science,well payed
23160,1,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,bad payed
23161,4,21 - 30 years,11 - 20 years,Some college,Woman,Technology & Science,very well payed
23163,0,21 - 30 years,21 - 30 years,Some college,Woman,Banking & Insurance,well payed
23165,2,5-7 years,5-7 years,College degree,Man,Technology & Science,well payed
23166,2,11 - 20 years,5-7 years,High School,Man,Technology & Science,well payed
23167,2,21 - 30 years,11 - 20 years,College degree,Man,Technology & Science,well payed
23168,1,5-7 years,5-7 years,Master's degree,Woman,Non profit Organization,bad payed
23169,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Non profit Organization,bad payed
23170,2,5-7 years,5-7 years,High School,Man,Technology & Science,very well payed
23171,0,8 - 10 years,2 - 4 years,Master's degree,Man,Public & Government,well payed
23172,4,8 - 10 years,8 - 10 years,College degree,Woman,Advertising,very well payed
23173,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
23174,4,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,very well payed
23175,4,8 - 10 years,5-7 years,Master's degree,Woman,Technology & Science,very well payed
23176,2,2 - 4 years,2 - 4 years,Some college,Man,Technology & Science,well payed
23177,2,5-7 years,5-7 years,College degree,Man,Advertising,well payed
23178,2,11 - 20 years,11 - 20 years,High School,Man,Technology & Science,very well payed
23179,0,2 - 4 years,2 - 4 years,PhD,Woman,Public & Government,well payed
23180,3,2 - 4 years,2 - 4 years,College degree,Woman,Culture,well payed
23182,3,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,well payed
23183,4,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Consulting,very well payed
23184,0,21 - 30 years,2 - 4 years,Master's degree,Prefer not to answer,Health,bad payed
23185,3,5-7 years,5-7 years,College degree,Woman,Advertising,well payed
23186,4,11 - 20 years,8 - 10 years,College degree,Woman,Industry,very well payed
23187,0,8 - 10 years,1 year or less,Master's degree,Woman,Health,well payed
23188,3,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,well payed
23189,0,11 - 20 years,8 - 10 years,Some college,Woman,Advertising,well payed
23190,2,5-7 years,5-7 years,College degree,Man,Technology & Science,very well payed
23191,2,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed
23192,3,5-7 years,5-7 years,College degree,Woman,Technology & Science,well payed
23193,1,11 - 20 years,8 - 10 years,College degree,Woman,Public & Government,bad payed
23194,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Other,well payed
23195,2,11 - 20 years,8 - 10 years,College degree,Man,Technology & Science,very well payed
23196,1,5-7 years,5-7 years,College degree,Woman,Non profit Organization,bad payed
23197,2,8 - 10 years,2 - 4 years,High School,Man,Technology & Science,well payed
23198,2,21 - 30 years,21 - 30 years,Master's degree,Man,Technology & Science,very well payed
23199,1,8 - 10 years,8 - 10 years,Some college,Woman,Banking & Insurance,bad payed
23200,0,11 - 20 years,5-7 years,Master's degree,Woman,Public & Government,bad payed
23201,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,bad payed
23203,1,2 - 4 years,2 - 4 years,College degree,Woman,Banking & Insurance,bad payed
23204,0,5-7 years,5-7 years,Master's degree,Woman,Industry,well payed
23205,4,5-7 years,5-7 years,College degree,Woman,Technology & Science,very well payed
23206,2,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed
23207,3,11 - 20 years,8 - 10 years,College degree,Woman,Advertising,well payed
23208,0,11 - 20 years,2 - 4 years,PhD,Woman,Industry,well payed
23209,1,8 - 10 years,5-7 years,College degree,Woman,Banking & Insurance,bad payed
23210,1,8 - 10 years,5-7 years,College degree,Woman,Education,bad payed
23211,0,21 - 30 years,31 - 40 years,PhD,Woman,Education,very well payed
23212,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,well payed
23213,0,21 - 30 years,11 - 20 years,Some college,Woman,Unidentified,well payed
23214,1,5-7 years,5-7 years,High School,Woman,Industry,bad payed
23215,0,21 - 30 years,11 - 20 years,Some college,Man,Banking & Insurance,well payed
23216,2,8 - 10 years,5-7 years,Master's degree,Man,Consulting,very well payed
23217,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Public & Government,bad payed
23218,0,11 - 20 years,2 - 4 years,PhD,Woman,Industry,well payed
23219,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,well payed
23220,2,21 - 30 years,21 - 30 years,Some college,Man,Non profit Organization,very well payed
23221,1,5-7 years,1 year or less,College degree,Woman,Banking & Insurance,bad payed
23222,1,5-7 years,5-7 years,College degree,Woman,Non profit Organization,well payed
23224,0,21 - 30 years,11 - 20 years,Master's degree,Woman,Other,well payed
23225,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
23226,4,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,very well payed
23227,0,31 - 40 years,11 - 20 years,High School,Woman,Unidentified,well payed
23228,0,11 - 20 years,11 - 20 years,Master's degree,Man,Industry,well payed
23229,0,2 - 4 years,2 - 4 years,Master's degree,Woman,Law,bad payed
23230,2,11 - 20 years,5-7 years,College degree,Man,Banking & Insurance,well payed
23232,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,well payed
23233,2,11 - 20 years,5-7 years,Master's degree,Man,Technology & Science,very well payed
23234,0,5-7 years,5-7 years,Master's degree,Woman,Health,very well payed
23235,3,5-7 years,5-7 years,College degree,Woman,Advertising,well payed
23236,3,11 - 20 years,11 - 20 years,College degree,Woman,Health,well payed
23237,0,11 - 20 years,5-7 years,Master's degree,Woman,Technology & Science,well payed
23238,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,well payed
23239,0,8 - 10 years,8 - 10 years,Master's degree,Non-binary,Technology & Science,well payed
23240,3,21 - 30 years,11 - 20 years,College degree,Woman,Public & Government,well payed
23242,0,2 - 4 years,2 - 4 years,College degree,Woman,Education,very bad payed 
23244,0,5-7 years,5-7 years,Master's degree,Woman,Advertising,bad payed
23245,4,31 - 40 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,Industry,very well payed
23246,3,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,well payed
23247,1,5-7 years,5-7 years,College degree,Woman,Advertising,bad payed
23248,1,8 - 10 years,2 - 4 years,College degree,Woman,Health,bad payed
23249,1,5-7 years,5-7 years,Some college,Man,Industry,bad payed
23250,0,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,well payed
23251,3,5-7 years,5-7 years,College degree,Woman,Industry,well payed
23252,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Technology & Science,very bad payed 
