,cluster,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,industry,payed,adjusted_annual_salary,harmonized_salary
19043,1,5-7 years,2 - 4 years,Master's degree,Woman,Education,bad payed,0.9583557529875494,36761.76
19044,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Non profit Organization,well payed,1.2068432841584924,75000.0
19045,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Technology & Science,very well payed,3.13779253881208,165000.0
19046,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Non profit Organization,well payed,1.287299503102392,80000.0
19047,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Technology & Science,very well payed,3.314796220488659,190000.0
19048,1,21 - 30 years,21 - 30 years,Master's degree,Woman,Non profit Organization,very well payed,2.0918616925413867,130000.0
19049,0,11 - 20 years,11 - 20 years,College degree,Woman,Health,bad payed,0.9036842511778792,56160.0
19050,3,2 - 4 years,2 - 4 years,College degree,Man,Technology & Science,well payed,1.1157688377234145,37800.0
19051,1,5-7 years,5-7 years,Master's degree,Woman,Other,very well payed,2.271477560161163,90880.0
19052,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,bad payed,0.7547277284119389,47700.0
19053,0,11 - 20 years,11 - 20 years,College degree,Woman,Education,bad payed,0.7311378440307922,45437.0
19054,0,11 - 20 years,11 - 20 years,College degree,Woman,Public & Government,very well payed,2.0514103297122164,86110.0
19055,1,5-7 years,5-7 years,Master's degree,Man,Culture,very well payed,2.0026486475213248,71820.0
19056,3,11 - 20 years,11 - 20 years,Master's degree,Man,Technology & Science,very well payed,7.723797018614351,280000.0
19057,3,11 - 20 years,11 - 20 years,College degree,Man,Industry,well payed,1.8022193043433483,102000.0
19058,3,5-7 years,5-7 years,College degree,Man,Technology & Science,well payed,1.721763085399449,92000.0
19059,0,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,well payed,1.045930846270693,65000.0
19061,0,5-7 years,5-7 years,College degree,Woman,Public & Government,well payed,1.158569552792153,72000.0
19062,0,21 - 30 years,21 - 30 years,College degree,Woman,Industry,bad payed,0.8930640302772843,55000.0
19063,2,11 - 20 years,2 - 4 years,College degree,Woman,Banking & Insurance,well payed,1.930949254653588,95000.0
19064,3,11 - 20 years,11 - 20 years,College degree,Man,Industry,well payed,1.8022193043433483,102000.0
19065,3,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed,3.684894827630597,189000.0
19068,0,2 - 4 years,2 - 4 years,College degree,Non-binary,Industry,well payed,1.2953451249967818,79000.0
19069,3,5-7 years,1 year or less,High School,Man,Consulting,well payed,1.0298396024819134,58000.0
19071,0,8 - 10 years,5-7 years,College degree,Woman,Advertising,well payed,1.60912437887799,85000.0
19072,0,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,very well payed,4.022810947194975,250000.0
19073,0,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Health,very well payed,3.781442290363276,235000.0
19074,0,31 - 40 years,31 - 40 years,Some college,Woman,Culture,well payed,1.911639762107052,111300.0
19075,1,21 - 30 years,21 - 30 years,Master's degree,Woman,Non profit Organization,well payed,1.56085064751165,97000.0
19076,0,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,well payed,1.416029453412631,80000.0
19077,0,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,well payed,1.60912437887799,100000.0
19078,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Other,well payed,1.6396977420766716,101900.0
19079,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Education,bad payed,0.7900317962977267,49097.0
19080,0,11 - 20 years,2 - 4 years,College degree,Woman,Health,well payed,1.1022501995314231,68000.0
19081,3,2 - 4 years,2 - 4 years,College degree,Man,Technology & Science,well payed,1.60912437887799,100000.0
19082,0,31 - 40 years,2 - 4 years,College degree,Woman,Technology & Science,well payed,1.4643031847789707,78000.0
19083,2,2 - 4 years,2 - 4 years,College degree,Woman,Banking & Insurance,bad payed,0.7241059704950954,45000.0
19085,2,2 - 4 years,2 - 4 years,Some college,Woman,Banking & Insurance,bad payed,0.8689271645941145,54000.0
19087,0,5-7 years,2 - 4 years,College degree,Woman,Culture,bad payed,0.6693957416132438,41600.0
19088,0,11 - 20 years,5-7 years,College degree,Woman,Industry,very well payed,2.8964238819803816,180000.0
19090,0,8 - 10 years,8 - 10 years,College degree,Woman,Public & Government,well payed,1.3049998712700497,81100.0
19091,0,31 - 40 years,11 - 20 years,College degree,Woman,Health,well payed,1.7700368167657887,110000.0
19092,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Technology & Science,very well payed,2.574599006204784,160000.0
19093,0,5-7 years,2 - 4 years,College degree,Woman,Consulting,well payed,1.3355732344687314,83000.0
19094,0,21 - 30 years,21 - 30 years,Some college,Woman,Non profit Organization,well payed,1.087768080121521,67600.0
19095,0,11 - 20 years,11 - 20 years,College degree,Woman,Industry,well payed,1.4482119409901908,85000.0
19096,0,11 - 20 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed,0.7401972142838753,46000.0
19097,2,11 - 20 years,8 - 10 years,College degree,Woman,Banking & Insurance,well payed,1.5286681599340903,85000.0
19098,0,11 - 20 years,5-7 years,Master's degree,Woman,Technology & Science,well payed,1.2148889060528822,74000.0
19100,4,11 - 20 years,11 - 20 years,PhD,Woman,Education,well payed,1.2068432841584924,75000.0
19102,0,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Health,bad payed,0.8334781545274323,51797.0
19103,3,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,very well payed,4.022810947194975,250000.0
19104,3,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,Advertising,well payed,1.0781133338482531,67000.0
19105,3,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,Law,very well payed,3.0975644293401303,177500.0
19106,3,11 - 20 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,Industry,very well payed,2.992971344713061,156000.0
19107,1,5-7 years,5-7 years,Master's degree,Woman,Health,well payed,1.3677557220462913,85000.0
19109,0,8 - 10 years,5-7 years,College degree,Woman,Industry,well payed,1.158569552792153,60000.0
19110,0,21 - 30 years,11 - 20 years,Master's degree,Woman,Technology & Science,well payed,1.6010787569835998,99500.0
19111,1,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Man,Education,well payed,1.7539455729770088,109000.0
19113,1,8 - 10 years,8 - 10 years,Master's degree,Man,Health,well payed,1.4803944285677506,92000.0
19114,0,2 - 4 years,2 - 4 years,College degree,Non-binary,Industry,bad payed,0.6919234829175356,43000.0
19115,0,11 - 20 years,11 - 20 years,College degree,Woman,Education,well payed,1.4482119409901908,90000.0
19116,1,8 - 10 years,8 - 10 years,Master's degree,Man,Other,bad payed,0.8045621894389949,50000.0
19117,1,1 year or less,1 year or less,Master's degree,Woman,Education,bad payed,0.5551479107129065,34500.0
19118,0,21 - 30 years,11 - 20 years,Some college,Woman,Health,well payed,1.6734893540331093,104000.0
19119,0,5-7 years,5-7 years,College degree,Woman,Industry,well payed,1.8504930357096885,100000.0
19120,1,11 - 20 years,8 - 10 years,Master's degree,Man,Banking & Insurance,very well payed,2.542416518627224,146000.0
19121,4,2 - 4 years,2 - 4 years,PhD,Woman,Health,very well payed,2.2688653742179654,120000.0
19122,3,2 - 4 years,2 - 4 years,College degree,Man,Non profit Organization,well payed,1.045930846270693,64000.0
19123,1,11 - 20 years,5-7 years,Master's degree,Woman,Advertising,well payed,1.0298396024819134,64000.0
19124,1,5-7 years,5-7 years,Master's degree,Woman,Health,well payed,1.3677557220462913,85000.0
19125,1,8 - 10 years,5-7 years,Master's degree,Man,Consulting,well payed,1.6332612445611596,101000.0
19126,0,11 - 20 years,11 - 20 years,College degree,Woman,Culture,very well payed,2.1240441801189465,120000.0
19127,3,11 - 20 years,5-7 years,College degree,Man,Education,well payed,1.4321206972014109,89000.0
19128,0,8 - 10 years,1 year or less,College degree,Woman,Consulting,well payed,1.1746607965809326,73000.0
19129,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,2.494142787260884,145000.0
19130,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Industry,well payed,1.5447594037228702,96000.0
19131,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,2.677582966452975,166400.0
19132,1,11 - 20 years,11 - 20 years,Master's degree,Man,Consulting,very well payed,2.059679204963827,122000.0
19133,1,8 - 10 years,8 - 10 years,Master's degree,Man,Other,well payed,1.8263561700265185,113500.0
19134,2,31 - 40 years,21 - 30 years,College degree,Woman,Banking & Insurance,well payed,1.58498751319482,98500.0
19135,0,8 - 10 years,1 year or less,College degree,Woman,Other,bad payed,0.535516593290595,33280.0
19136,3,11 - 20 years,5-7 years,College degree,Man,Technology & Science,well payed,1.6352573475371537,74550.0
19137,0,31 - 40 years,11 - 20 years,Some college,Woman,Industry,well payed,1.287299503102392,70000.0
19138,1,8 - 10 years,5-7 years,Master's degree,Man,Consulting,well payed,1.6332612445611596,101000.0
19139,0,2 - 4 years,1 year or less,College degree,Woman,Other,well payed,1.255117015524832,62000.0
19140,3,11 - 20 years,11 - 20 years,Master's degree,Man,Technology & Science,very well payed,6.629592440977318,267000.0
19141,3,8 - 10 years,5-7 years,Some college,Man,Technology & Science,very well payed,2.1562266676965063,134000.0
19142,1,5-7 years,2 - 4 years,Master's degree,Woman,Public & Government,well payed,1.705671841610669,100000.0
19143,3,2 - 4 years,2 - 4 years,College degree,Man,Technology & Science,well payed,1.6423700181442784,63000.0
19144,0,31 - 40 years,2 - 4 years,College degree,Woman,Law,bad payed,0.9172008959604542,56000.0
19145,0,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed,2.011405473597488,125000.0
19146,3,8 - 10 years,8 - 10 years,College degree,Man,Consulting,very well payed,3.4489770381029845,132300.0
19147,1,8 - 10 years,8 - 10 years,Master's degree,Man,Banking & Insurance,very well payed,2.107952936330167,110000.0
19149,1,11 - 20 years,11 - 20 years,Master's degree,Man,Other,very well payed,31.2832384408434,200000.0
19150,0,21 - 30 years,21 - 30 years,Master's degree,Non-binary,Technology & Science,well payed,1.930949254653588,120000.0
19151,0,11 - 20 years,8 - 10 years,College degree,Woman,Industry,well payed,1.393501712108339,86600.0
19152,1,21 - 30 years,21 - 30 years,Master's degree,Woman,Education,well payed,1.5275256816250868,94929.0
19153,3,11 - 20 years,11 - 20 years,College degree,Man,Unidentified,very well payed,4.586004479802271,226000.0
19154,0,21 - 30 years,21 - 30 years,College degree,Woman,Industry,well payed,1.4482119409901908,90000.0
19155,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Technology & Science,very well payed,2.284956618006745,142000.0
19156,1,11 - 20 years,11 - 20 years,Master's degree,Man,Non profit Organization,well payed,1.8504930357096885,115000.0
19157,0,5-7 years,5-7 years,College degree,Woman,Advertising,bad payed,0.9011096521716744,54900.0
19158,2,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,well payed,1.6573981102443296,93000.0
19159,0,8 - 10 years,5-7 years,College degree,Woman,Education,bad payed,0.8367446770165546,52000.0
19161,1,2 - 4 years,2 - 4 years,Master's degree,Man,Education,bad payed,0.643649751551196,40000.0
19162,2,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Banking & Insurance,well payed,1.8344017919209084,107000.0
19163,1,1 year or less,1 year or less,Master's degree,Woman,Banking & Insurance,bad payed,0.941337761643624,58500.0
19164,0,8 - 10 years,8 - 10 years,College degree,Woman,Advertising,well payed,1.5061404186297984,93600.0
19165,3,5-7 years,5-7 years,Master's degree,Man,Technology & Science,well payed,1.061395202020202,39750.0
19166,3,21 - 30 years,21 - 30 years,College degree,Man,Technology & Science,very well payed,2.982512036250354,168500.0
19167,0,21 - 30 years,21 - 30 years,College degree,Woman,Industry,very well payed,2.8642413944028218,160000.0
19168,0,5-7 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed,0.965474627326794,60000.0
19169,0,2 - 4 years,2 - 4 years,College degree,Non-binary,Technology & Science,well payed,1.6895805978218892,105000.0
19170,3,2 - 4 years,2 - 4 years,College degree,Man,Technology & Science,well payed,1.1263870652145929,70000.0
19171,1,31 - 40 years,21 - 30 years,Master's degree,Woman,Non profit Organization,bad payed,0.8179179217836822,50830.0
19172,0,11 - 20 years,8 - 10 years,Some college,Woman,Technology & Science,well payed,1.4964856723565303,93000.0
19174,0,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,well payed,1.3677557220462913,65000.0
19177,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,well payed,1.424075075307021,88000.0
19180,3,11 - 20 years,5-7 years,College degree,Man,Technology & Science,very well payed,2.655055225148683,165000.0
19181,0,8 - 10 years,2 - 4 years,College degree,Woman,Education,bad payed,0.7836596637573698,48701.0
19182,0,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed,2.1723179114852864,125000.0
19183,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,well payed,1.0040936124198656,62400.0
19184,0,21 - 30 years,11 - 20 years,College degree,Woman,Technology & Science,very well payed,3.2021575139672,189000.0
19185,2,11 - 20 years,8 - 10 years,College degree,Woman,Banking & Insurance,well payed,1.2068432841584924,75000.0
19187,3,21 - 30 years,21 - 30 years,College degree,Man,Unidentified,well payed,1.716935712262815,97000.0
19188,3,11 - 20 years,8 - 10 years,Master's degree,Man,Technology & Science,very well payed,3.3791611956437784,210000.0
19189,3,11 - 20 years,5-7 years,College degree,Man,Technology & Science,well payed,1.7539455729770088,101000.0
19190,3,11 - 20 years,11 - 20 years,College degree,Man,Non profit Organization,very well payed,2.494142787260884,150000.0
19191,0,1 year or less,1 year or less,College degree,Woman,Non profit Organization,bad payed,0.5912532065319402,22680.0
19193,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Education,bad payed,0.5471022888185165,34000.0
19194,3,2 - 4 years,2 - 4 years,College degree,Man,Technology & Science,well payed,1.7700368167657887,110000.0
19195,1,5-7 years,5-7 years,Master's degree,Man,Education,bad payed,0.9031392729775386,34643.7
19196,0,11 - 20 years,5-7 years,College degree,Woman,Technology & Science,well payed,1.2953451249967818,80000.0
19198,1,5-7 years,5-7 years,Master's degree,Woman,Other,bad payed,0.6275585077624161,39000.0
19199,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,2.389549702633815,135000.0
19200,3,11 - 20 years,11 - 20 years,College degree,Man,Advertising,well payed,1.7539455729770088,108000.0
19202,3,8 - 10 years,5-7 years,Master's degree,Man,Technology & Science,well payed,1.540181551194767,67840.0
19203,4,5-7 years,5-7 years,PhD,Woman,Advertising,well payed,1.4845137869776783,90456.0
19204,3,5-7 years,5-7 years,College degree,Man,Culture,well payed,1.9229036327591975,117500.0
19205,3,5-7 years,5-7 years,College degree,Man,Culture,well payed,1.9229036327591975,117500.0
19206,3,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,3.77745104173184,144900.0
19207,0,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,very well payed,2.8090484282073067,158700.0
19208,3,11 - 20 years,8 - 10 years,High School,Man,Technology & Science,very well payed,2.228476352308128,138490.0
19209,0,5-7 years,1 year or less,College degree,Woman,Technology & Science,bad payed,0.925246517854844,57500.0
19210,1,8 - 10 years,8 - 10 years,Master's degree,Man,Banking & Insurance,very well payed,12.068432841584924,250000.0
19211,1,11 - 20 years,5-7 years,Master's degree,Man,Public & Government,well payed,1.4803944285677506,92000.0
19212,0,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,well payed,1.3677557220462913,85000.0
19213,3,5-7 years,5-7 years,College degree,Man,Technology & Science,very well payed,3.700986071419377,192000.0
19214,0,2 - 4 years,2 - 4 years,College degree,Woman,Industry,well payed,1.930949254653588,120000.0
