,harmonized_salary,how_old_are_you,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,industry cluster tf_idf_bigrams,category_salary,cluster
24012,49187.77,35-44,8 - 10 years,5-7 years,Master's degree,Woman,Public & Government,low,0
24013,78750.0,55-64,11 - 20 years,5-7 years,Master's degree,Woman,Technology & Science,medium,1
24014,64000.0,35-44,8 - 10 years,8 - 10 years,College degree,Woman,Culture,medium,2
24015,89000.0,35-44,21 - 30 years,11 - 20 years,College degree,Prefer not to answer,Banking & Insurance,medium,0
24016,210000.0,45-54,21 - 30 years,21 - 30 years,Master's degree,Man,Education,high,1
24017,76000.0,35-44,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,medium,2
24018,50419.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Non profit Organization,low,2
24019,225000.0,25-34,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
24020,94000.0,45-54,21 - 30 years,21 - 30 years,Master's degree,Woman,Industry,high,1
24021,94000.0,35-44,11 - 20 years,11 - 20 years,High School,Woman,Other,high,1
24022,46620.0,25-34,5-7 years,5-7 years,PhD,Woman,Education,low,2
24023,43680.0,25-34,5-7 years,2 - 4 years,Some college,Man,Unidentified,low,2
24024,115000.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Law,high,0
24025,55000.0,45-54,21 - 30 years,5-7 years,College degree,Woman,Non profit Organization,low,2
24026,70000.0,35-44,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,medium,0
24027,85000.0,25-34,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,medium,1
24028,72500.0,25-34,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,medium,0
24029,67940.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Human Ressources,medium,0
24030,50000.0,25-34,8 - 10 years,1 year or less,College degree,Woman,Human Ressources,low,0
24031,85000.0,25-34,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,medium,0
24032,73000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Prefer not to answer,Education,medium,2
24033,70000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Culture,medium,2
24034,29700.0,18-24,8 - 10 years,2 - 4 years,College degree,Non-binary,Non profit Organization,low,2
24035,52000.0,35-44,5-7 years,5-7 years,Master's degree,Woman,Banking & Insurance,low,2
24036,74000.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Public & Government,medium,0
24037,41250.0,25-34,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,low,2
24038,115000.0,35-44,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Technology & Science,high,1
24039,45000.0,18-24,5-7 years,2 - 4 years,College degree,Woman,Culture,low,2
24040,133000.0,35-44,11 - 20 years,5-7 years,Master's degree,Man,Banking & Insurance,high,1
24041,53000.0,45-54,11 - 20 years,5-7 years,College degree,Woman,Education,low,2
24042,45000.0,25-34,5-7 years,2 - 4 years,Master's degree,Woman,Public & Government,low,0
24043,51480.0,35-44,8 - 10 years,8 - 10 years,Some college,Woman,Unidentified,low,2
24044,165000.0,35-44,21 - 30 years,21 - 30 years,Some college,Man,Technology & Science,high,1
24045,72000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Banking & Insurance,medium,0
24046,39500.0,45-54,21 - 30 years,8 - 10 years,College degree,Woman,Non profit Organization,low,2
24047,76000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,medium,2
24048,90000.0,35-44,8 - 10 years,8 - 10 years,Master's degree,Non-binary,Education,medium,2
24049,49150.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,low,2
24050,143000.0,35-44,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
24051,70000.0,25-34,11 - 20 years,8 - 10 years,College degree,Woman,Non profit Organization,medium,0
24052,77000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Health,medium,0
24053,99850.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Industry,high,1
24054,96763.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Public & Government,high,0
24055,87500.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Health,medium,0
24056,106000.0,55-64,31 - 40 years,11 - 20 years,Some college,Woman,Public & Government,high,0
24057,80000.0,25-34,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,medium,0
24058,97000.0,45-54,11 - 20 years,11 - 20 years,Master's degree,Woman,Health,high,0
24059,92000.0,25-34,11 - 20 years,11 - 20 years,Master's degree,Woman,Banking & Insurance,medium,0
24060,168800.0,35-44,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Public & Government,high,0
24061,47090.0,35-44,21 - 30 years,5-7 years,College degree,Woman,Technology & Science,low,2
24062,112400.0,55-64,31 - 40 years,21 - 30 years,College degree,Man,Technology & Science,high,1
24063,24960.0,18-24,1 year or less,1 year or less,Some college,Man,Banking & Insurance,low,1
24064,61000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,medium,2
24065,203000.0,25-34,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,high,1
24066,57477.0,35-44,8 - 10 years,8 - 10 years,College degree,Woman,Public & Government,low,0
24067,100040.0,35-44,11 - 20 years,2 - 4 years,College degree,Man,Non profit Organization,high,1
24068,160160.0,25-34,11 - 20 years,8 - 10 years,College degree,Man,Culture,high,1
24069,45000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,low,2
24070,55000.0,45-54,21 - 30 years,8 - 10 years,Master's degree,Woman,Banking & Insurance,low,2
24071,100000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Non profit Organization,high,0
24072,90000.0,55-64,31 - 40 years,31 - 40 years,College degree,Woman,Banking & Insurance,medium,0
24073,48475.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Education,low,2
24074,22880.0,25-34,2 - 4 years,2 - 4 years,College degree,Non-binary,Other,low,2
24075,88000.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Industry,medium,0
24076,210000.0,35-44,5-7 years,11 - 20 years,Master's degree,Woman,Health,high,0
24077,50400.0,45-54,21 - 30 years,21 - 30 years,College degree,Woman,Culture,low,2
24078,65000.0,25-34,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)",Woman,Law,medium,0
24079,68900.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Consulting,medium,0
24080,100000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Industry,high,1
24081,158000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Technology & Science,high,1
24082,107100.0,35-44,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,high,1
24083,64000.0,35-44,8 - 10 years,5-7 years,College degree,Woman,Industry,medium,0
24084,71760.0,25-34,5-7 years,5-7 years,College degree,Woman,Human Ressources,medium,0
24085,36000.0,35-44,8 - 10 years,8 - 10 years,Master's degree,Man,Education,low,2
24086,44000.0,45-54,21 - 30 years,11 - 20 years,Master's degree,Woman,Other,low,2
24087,154000.0,35-44,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
24088,60000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Social,low,2
24089,35000.0,35-44,8 - 10 years,2 - 4 years,Master's degree,Non-binary,Education,low,2
24090,54500.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Education,low,2
24091,48000.0,25-34,5-7 years,5-7 years,College degree,Woman,Unidentified,low,2
24092,82700.0,25-34,5-7 years,5-7 years,College degree,Man,Culture,medium,2
24093,105000.0,25-34,2 - 4 years,2 - 4 years,PhD,Man,Industry,high,1
24094,125000.0,35-44,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
24095,110000.0,25-34,8 - 10 years,8 - 10 years,College degree,Man,Technology & Science,high,1
24096,157000.0,35-44,8 - 10 years,8 - 10 years,PhD,Woman,Industry,high,1
24097,44137.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Non profit Organization,low,2
24098,37800.0,35-44,11 - 20 years,2 - 4 years,High School,Woman,Industry,low,2
24099,85000.0,55-64,31 - 40 years,11 - 20 years,College degree,Woman,Banking & Insurance,medium,0
24100,60200.0,35-44,5-7 years,5-7 years,College degree,Man,Industry,medium,1
24101,67100.0,45-54,11 - 20 years,8 - 10 years,Master's degree,Woman,Non profit Organization,medium,0
24102,73000.0,25-34,11 - 20 years,8 - 10 years,College degree,Woman,Education,medium,2
24103,94500.0,25-34,8 - 10 years,8 - 10 years,PhD,Woman,Education,high,2
24104,44000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Non profit Organization,low,2
24105,51000.0,18-24,2 - 4 years,2 - 4 years,Some college,Woman,Health,low,0
24106,72000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,medium,2
24107,115000.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Unidentified,high,0
24108,30240.0,25-34,8 - 10 years,5-7 years,Some college,Woman,Banking & Insurance,low,2
24109,97800.0,45-54,21 - 30 years,21 - 30 years,College degree,Woman,Technology & Science,high,1
24110,55300.0,25-34,1 year or less,2 - 4 years,Master's degree,Woman,Health,low,0
24111,81000.0,55-64,21 - 30 years,11 - 20 years,College degree,Man,Education,medium,2
24112,60000.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Banking & Insurance,low,2
24113,135000.0,55-64,41 years or more,21 - 30 years,Master's degree,Man,Industry,high,1
24114,93000.0,45-54,31 - 40 years,21 - 30 years,Some college,Woman,Technology & Science,medium,1
24115,148422.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,high,1
24116,39520.0,25-34,5-7 years,2 - 4 years,Some college,Woman,Education,low,2
24117,108000.0,45-54,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Technology & Science,high,1
24118,116000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Banking & Insurance,high,1
24119,69125.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,medium,0
24120,60000.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Retail,low,2
24121,75050.0,25-34,2 - 4 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,Law,medium,0
24122,45000.0,35-44,11 - 20 years,5-7 years,Some college,Woman,Banking & Insurance,low,2
24123,99600.0,25-34,11 - 20 years,11 - 20 years,College degree,Woman,Industry,high,1
24124,74813.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Industry,medium,0
24125,34000.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Non profit Organization,low,2
24126,76500.0,45-54,21 - 30 years,11 - 20 years,Master's degree,Woman,Non profit Organization,medium,0
24127,36067.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Culture,low,2
24129,167000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Consulting,high,0
24130,50000.0,35-44,11 - 20 years,2 - 4 years,College degree,Woman,Education,low,2
24131,150000.0,45-54,21 - 30 years,8 - 10 years,College degree,Woman,Public & Government,high,0
24132,81600.0,35-44,5-7 years,5-7 years,PhD,Woman,Education,medium,2
24133,78000.0,25-34,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,medium,0
24134,36540.0,25-34,11 - 20 years,8 - 10 years,College degree,Non-binary,Non profit Organization,low,2
24135,65500.0,35-44,21 - 30 years,5-7 years,College degree,Woman,Unidentified,medium,0
24136,53000.0,35-44,8 - 10 years,5-7 years,Some college,Woman,Advertising,low,2
24137,82000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Culture,medium,2
24138,59000.0,35-44,11 - 20 years,5-7 years,College degree,Prefer not to answer,Industry,low,2
24139,112000.0,55-64,31 - 40 years,31 - 40 years,High School,Woman,Law,high,0
24140,141000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Man,Technology & Science,high,1
24141,63200.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,medium,2
24142,83000.0,35-44,11 - 20 years,8 - 10 years,College degree,Non-binary,Technology & Science,medium,2
24143,143000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,high,1
24144,80000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Consulting,medium,0
24145,27340.0,65 or over,41 years or more,41 years or more,Master's degree,Man,Non profit Organization,low,2
24146,50000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Advertising,low,2
24147,46000.0,55-64,41 years or more,21 - 30 years,High School,Woman,Non profit Organization,low,2
24148,155000.0,45-54,21 - 30 years,21 - 30 years,Master's degree,Woman,Banking & Insurance,high,1
24149,73000.0,25-34,8 - 10 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,medium,0
24150,31500.0,25-34,8 - 10 years,1 year or less,High School,Man,Banking & Insurance,low,1
24151,100000.0,25-34,2 - 4 years,2 - 4 years,PhD,Woman,Health,high,0
24152,67190.0,35-44,8 - 10 years,5-7 years,Master's degree,Woman,Education,medium,2
24153,62000.0,35-44,11 - 20 years,11 - 20 years,Some college,Woman,Unidentified,medium,0
24154,90000.0,35-44,5-7 years,5-7 years,PhD,Woman,Health,medium,0
24155,64000.0,25-34,11 - 20 years,5-7 years,College degree,Woman,Education,medium,2
24156,46000.0,25-34,5-7 years,2 - 4 years,College degree,Non-binary,Advertising,low,2
24157,132000.0,45-54,21 - 30 years,11 - 20 years,Master's degree,Woman,Technology & Science,high,1
24158,53720.0,35-44,5-7 years,5-7 years,Master's degree,Man,Non profit Organization,low,2
24159,109400.0,25-34,5-7 years,5-7 years,PhD,Woman,Other,high,1
24160,102000.0,25-34,5-7 years,2 - 4 years,College degree,Prefer not to answer,Technology & Science,high,1
24161,68683.86,35-44,8 - 10 years,8 - 10 years,Master's degree,Woman,Non profit Organization,medium,0
24162,69520.0,35-44,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,medium,1
24163,68850.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Health,medium,0
24164,22680.0,18-24,2 - 4 years,1 year or less,College degree,Man,Health,low,2
24165,275000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Culture,high,2
24166,130000.0,35-44,21 - 30 years,21 - 30 years,Some college,Man,Technology & Science,high,1
24167,280000.0,55-64,31 - 40 years,31 - 40 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
24168,60000.0,18-24,1 year or less,1 year or less,College degree,Woman,Other,low,2
24169,70000.0,25-34,11 - 20 years,8 - 10 years,Master's degree,Woman,Non profit Organization,medium,0
24170,69300.0,35-44,21 - 30 years,21 - 30 years,College degree,Woman,Industry,medium,0
24171,57625.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,low,2
24172,86000.0,25-34,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,medium,0
24173,48000.0,45-54,2 - 4 years,2 - 4 years,Some college,Woman,Unidentified,low,2
24174,55000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,low,2
24175,63200.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Technology & Science,medium,1
24176,65000.0,18-24,1 year or less,1 year or less,College degree,Woman,Industry,medium,0
24177,50000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,low,2
24178,86500.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Public & Government,medium,0
24179,45000.0,25-34,5-7 years,5-7 years,College degree,Woman,Advertising,low,2
24180,47400.0,25-34,5-7 years,5-7 years,College degree,Woman,Advertising,low,2
24181,165000.0,45-54,21 - 30 years,21 - 30 years,Master's degree,Woman,Technology & Science,high,1
24183,51000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Education,low,2
24184,85000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Banking & Insurance,medium,0
24185,90100.0,35-44,8 - 10 years,5-7 years,PhD,Woman,Industry,medium,0
24186,42000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Education,low,2
24187,116000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Industry,high,1
24188,190000.0,35-44,8 - 10 years,8 - 10 years,PhD,Woman,Technology & Science,high,1
24189,100000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Other,high,1
24190,37247.0,25-34,11 - 20 years,5-7 years,College degree,Woman,Education,low,2
24191,87000.0,35-44,11 - 20 years,5-7 years,College degree,Woman,Technology & Science,medium,1
24192,29120.0,35-44,11 - 20 years,11 - 20 years,Some college,Woman,Public & Government,low,0
24193,145000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Retail,high,2
24194,228800.0,35-44,21 - 30 years,21 - 30 years,College degree,Woman,Technology & Science,high,1
24195,93000.0,35-44,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Non profit Organization,medium,0
24196,92000.0,45-54,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,medium,2
24197,45800.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Social,low,2
24198,39390.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,low,2
24199,105000.0,18-24,1 year or less,1 year or less,Master's degree,Woman,Industry,high,1
24200,168750.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,high,1
24201,83000.0,35-44,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Human Ressources,medium,0
24202,39942.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Unidentified,low,2
24203,72000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Non profit Organization,medium,0
24204,86000.0,35-44,21 - 30 years,21 - 30 years,Master's degree,Woman,Education,medium,2
24205,55000.0,55-64,31 - 40 years,11 - 20 years,College degree,Woman,Industry,low,2
24206,28700.0,35-44,8 - 10 years,5-7 years,High School,Man,Other,low,2
24207,110000.0,25-34,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Law,high,0
24208,160000.0,25-34,8 - 10 years,5-7 years,PhD,Woman,Technology & Science,high,1
24209,72000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Culture,medium,2
24210,72500.0,25-34,5-7 years,8 - 10 years,College degree,Man,Advertising,medium,1
24211,48000.0,45-54,31 - 40 years,2 - 4 years,Master's degree,Woman,Culture,low,2
24212,38000.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Education,low,2
24213,50000.0,35-44,11 - 20 years,5-7 years,Master's degree,Woman,Education,low,2
24214,81000.0,35-44,11 - 20 years,8 - 10 years,PhD,Woman,Non profit Organization,medium,0
24215,81500.0,25-34,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Construction,medium,2
